,mean,mean_se,mean_ci_lower,mean_ci_upper
2025-06-16,5.209405320252682,0.3166862722782829,4.5887116321890025,5.830099008316362
2025-06-17,5.209405320252682,0.31714613643068323,4.587810315012517,5.831000325492848
2025-06-18,5.209405320252682,0.31760533474156943,4.586910302861418,5.831900337643947
2025-06-20,5.209405320252682,0.31806387009482734,4.586011590083395,5.83279905042197
2025-06-23,5.209405320252682,0.318521745353585,4.5851141710668175,5.833696469438547
2025-06-24,5.209405320252682,0.31897896336042114,4.584218040240335,5.8345926002650295
2025-06-25,5.209405320252682,0.3194355269375711,4.583323192072469,5.835487448432896
2025-06-26,5.209405320252682,0.31989143888713023,4.582429621071212,5.836381019434153
2025-06-27,5.209405320252682,0.32034670199125415,4.581537321783639,5.837273318721726
2025-06-30,5.209405320252682,0.3208013190123573,4.580646288795518,5.838164351709847
2025-07-01,5.209405320252682,0.3212552926933081,4.579756516730925,5.8390541237744396
2025-07-02,5.209405320252682,0.3217086257576223,4.578868000251868,5.839942640253497
2025-07-03,5.209405320252682,0.3221613209096535,4.577980734057911,5.840829906447454
2025-07-07,5.209405320252682,0.3226133808347812,4.577094712885807,5.841715927619558
2025-07-08,5.209405320252682,0.32306480819959704,4.576209931509132,5.842600708996233
2025-07-09,5.209405320252682,0.32351560565208787,4.575326384737927,5.843484255767438
2025-07-10,5.209405320252682,0.32396577582181746,4.5744440674183435,5.844366573087021
2025-07-11,5.209405320252682,0.3244153213201049,4.573562974432288,5.845247666073077
2025-07-14,5.209405320252682,0.3248642447402018,4.572683100697081,5.8461275398082835
2025-07-15,5.209405320252682,0.3253125486574666,4.5718044411651135,5.847006199340251
2025-07-16,5.209405320252682,0.32576023562953693,4.570926990823509,5.847883649681856
2025-07-17,5.209405320252682,0.3262073081964999,4.570050744693785,5.84875989581158
2025-07-18,5.209405320252682,0.3266537688810602,4.569175697831533,5.849634942673831
2025-07-21,5.209405320252682,0.3270996201887063,4.568301845326087,5.850508795179278
2025-07-22,5.209405320252682,0.3275448646078744,4.5674291823002005,5.851381458205164
2025-07-23,5.209405320252682,0.32798950461011034,4.566557703909732,5.852252936595633
2025-07-24,5.209405320252682,0.32843354265023,4.565687405343332,5.853123235162033
2025-07-25,5.209405320252682,0.328876981166477,4.56481828182213,5.853992358683235
2025-07-28,5.209405320252682,0.3293198225806793,4.5639503285994305,5.854860311905934
2025-07-29,5.209405320252682,0.3297620692984033,4.5630835409604105,5.855727099544954
2025-07-30,5.209405320252682,0.3302037237091063,4.5622179142218195,5.856592726283545
2025-07-31,5.209405320252682,0.330644788186287,4.561353443731685,5.85745719677368
2025-08-01,5.209405320252682,0.33108526508763486,4.5604901248690215,5.858320515636343
2025-08-04,5.209405320252682,0.3315251567551764,4.559627953043541,5.859182687461824
2025-08-05,5.209405320252682,0.33196446551542097,4.5587669236953685,5.860043716809996
2025-08-06,5.209405320252682,0.33240319367950416,4.557907032294763,5.860903608210602
2025-08-07,5.209405320252682,0.33284134354332967,4.557048274341833,5.861762366163532
2025-08-08,5.209405320252682,0.33327891738770943,4.5561906453662715,5.862619995139093
2025-08-11,5.209405320252682,0.33371591747850216,4.555334140927077,5.8634764995782875
2025-08-12,5.209405320252682,0.33415234606675037,4.554478756612287,5.864331883893078
2025-08-13,5.209405320252682,0.33458820538881545,4.553624488038714,5.865186152466651
2025-08-14,5.209405320252682,0.3350234976665114,4.552771330851681,5.866039309653684
2025-08-15,5.209405320252682,0.33545822510723716,4.551919280724768,5.866891359780597
2025-08-18,5.209405320252682,0.335892389904107,4.551068333359547,5.867742307145818
2025-08-19,5.209405320252682,0.3363259942360796,4.550218484485341,5.868592156020024
2025-08-20,5.209405320252682,0.3367590402680859,4.54936972985896,5.8694409106464045
2025-08-21,5.209405320252682,0.33719153015115483,4.548522065264467,5.870288575240898
2025-08-22,5.209405320252682,0.3376234660225382,4.547675486512925,5.87113515399244
2025-08-25,5.209405320252682,0.33805485000583385,4.546829989442158,5.871980651063207
