,0
2024-12-31,5.331280251491121
2025-01-02,5.33179202371579
2025-01-03,5.332303659442825
2025-01-06,5.33281515870863
2025-01-07,5.333326521549603
2025-01-08,5.33383774800213
2025-01-10,5.3343488381025885
2025-01-13,5.334859791887345
2025-01-14,5.335370609392756
2025-01-15,5.335881290655172
2025-01-16,5.336391835710929
2025-01-17,5.336902244596356
2025-01-21,5.337412517347772
2025-01-22,5.337922654001487
2025-01-23,5.338432654593797
2025-01-24,5.3389425191609945
2025-01-27,5.339452247739359
2025-01-28,5.339961840365161
2025-01-29,5.340471297074661
2025-01-30,5.34098061790411
2025-01-31,5.34148980288975
2025-02-03,5.341998852067812
2025-02-04,5.342507765474517
2025-02-05,5.34301654314608
2025-02-06,5.3435251851187004
2025-02-07,5.344033691428573
2025-02-10,5.344542062111881
2025-02-11,5.345050297204798
2025-02-12,5.345558396743488
2025-02-13,5.346066360764107
2025-02-14,5.346574189302798
2025-02-18,5.347081882395695
2025-02-19,5.347589440078927
2025-02-20,5.3480968623886085
2025-02-21,5.348604149360844
2025-02-24,5.349111301031732
2025-02-25,5.349618317437358
2025-02-26,5.350125198613799
2025-02-27,5.350631944597126
2025-02-28,5.351138555423393
2025-03-03,5.351645031128651
2025-03-04,5.352151371748938
2025-03-05,5.352657577320285
2025-03-06,5.353163647878709
2025-03-07,5.353669583460222
2025-03-10,5.354175384100824
2025-03-11,5.354681049836506
2025-03-12,5.355186580703247
2025-03-13,5.355691976737022
2025-03-14,5.356197237973792
2025-03-17,5.356702364449507
2025-03-18,5.357207356200114
2025-03-19,5.357712213261543
2025-03-20,5.358216935669718
2025-03-21,5.358721523460554
2025-03-24,5.359225976669956
2025-03-25,5.359730295333819
2025-03-26,5.360234479488028
2025-03-27,5.360738529168458
2025-03-28,5.361242444410976
2025-03-31,5.361746225251441
2025-04-01,5.362249871725696
2025-04-02,5.362753383869581
2025-04-03,5.363256761718922
2025-04-04,5.3637600053095404
2025-04-07,5.364263114677243
2025-04-08,5.364766089857829
2025-04-09,5.365268930887089
2025-04-10,5.365771637800803
2025-04-11,5.366274210634742
2025-04-14,5.366776649424667
2025-04-15,5.367278954206331
2025-04-16,5.3677811250154726
2025-04-17,5.3682831618878275
2025-04-21,5.368785064859118
2025-04-22,5.369286833965058
2025-04-23,5.36978846924135
2025-04-24,5.3702899707236895
2025-04-25,5.370791338447761
2025-04-28,5.37129257244924
2025-04-29,5.371793672763793
2025-04-30,5.372294639427077
2025-05-01,5.372795472474737
2025-05-02,5.37329617194241
2025-05-05,5.373796737865726
2025-05-06,5.374297170280302
2025-05-07,5.374797469221747
2025-05-08,5.37529763472566
2025-05-09,5.375797666827632
2025-05-12,5.3762975655632435
2025-05-13,5.3767973309680634
2025-05-14,5.377296963077654
2025-05-15,5.377796461927568
2025-05-16,5.378295827553348
2025-05-19,5.3787950599905265
2025-05-20,5.379294159274627
2025-05-21,5.379793125441164
2025-05-22,5.380291958525641
2025-05-23,5.380790658563553
2025-05-27,5.381289225590386
2025-05-28,5.381787659641617
2025-05-29,5.382285960752711
2025-05-30,5.382784128959125
2025-06-02,5.383282164296309
2025-06-03,5.3837800667997
2025-06-04,5.384277836504728
2025-06-05,5.38477547344681
2025-06-06,5.385272977661359
2025-06-09,5.3857703491837725
2025-06-10,5.386267588049444
2025-06-11,5.386764694293754
2025-06-12,5.387261667952075
2025-06-13,5.387758509059768
2025-06-16,5.388255217652189
2025-06-17,5.38875179376468
2025-06-18,5.389248237432575
2025-06-20,5.389744548691203
2025-06-23,5.3902407275758755
2025-06-24,5.390736774121899
2025-06-25,5.391232688364573
2025-06-26,5.391728470339183
2025-06-27,5.392224120081007
2025-06-30,5.392719637625312
2025-07-01,5.393215023007359
2025-07-02,5.393710276262398
2025-07-03,5.394205397425669
2025-07-07,5.394700386532403
2025-07-08,5.39519524361782
2025-07-09,5.395689968717134
2025-07-10,5.396184561865548
2025-07-11,5.396679023098255
2025-07-14,5.397173352450437
2025-07-15,5.397667549957271
2025-07-16,5.3981616156539225
2025-07-17,5.398655549575546
2025-07-18,5.399149351757288
2025-07-21,5.399643022234285
2025-07-22,5.400136561041666
2025-07-23,5.400629968214549
2025-07-24,5.401123243788042
2025-07-25,5.401616387797246
2025-07-28,5.402109400277249
2025-07-29,5.402602281263135
2025-07-30,5.403095030789974
2025-07-31,5.403587648892827
2025-08-01,5.404080135606749
2025-08-04,5.404572490966784
2025-08-05,5.405064715007963
2025-08-06,5.405556807765313
2025-08-07,5.406048769273848
2025-08-08,5.406540599568576
2025-08-11,5.407032298684493
2025-08-12,5.407523866656586
2025-08-13,5.408015303519834
2025-08-14,5.408506609309203
2025-08-15,5.408997784059656
2025-08-18,5.4094888278061415
2025-08-19,5.4099797405836
2025-08-20,5.410470522426964
2025-08-21,5.410961173371154
2025-08-22,5.411451693451085
2025-08-25,5.411942082701659
